Area,Rainfall,Temperature,yield,Crops
153,3296.0,192.0,26.0,Coconut
111,3550.0,193.0,98.0,Coconut
76,3550.0,194.0,3.0,Coconut
53,3550.0,195.0,58637.0,Coconut
2688,3654.0,196.0,59777.0,Coconut
2311,3654.0,197.0,60528.0,Coconut
2188,3654.0,198.0,61126.0,Coconut
1998,233.0,199.0,623687.0,Coconut
2006,233.0,200.0,63504.0,Coconut
2034,233.0,201.0,63931.0,Coconut
2035,234.0,202.0,73730.0,Coconut
2074,234.0,203.0,118416.0,Coconut
2127,234.0,204.0,130132.0,Coconut
2090,3105.0,205.0,154889.0,Coconut
2059,3105.0,206.0,171739.0,Coconut
2050,3105.0,207.0,172475.0,Coconut
1865,236.0,208.0,177939.0,Coconut
1841,236.0,209.0,313547.0,Coconut
1799,2903.1,210.0,2783.0,Coconut
1468,2903.1,211.0,1533.0,Coconut
568,2903.1,212.0,1647.0,Coconut
407,2996.6,213.0,975.0,Coconut
177,2996.6,214.0,2.0,Coconut
51,2996.6,215.0,836.0,Coconut
173,3522.8,216.0,806.0,Coconut
201,3522.8,217.0,880.0,Coconut
206,3522.8,218.0,770.0,Coconut
243,2903.1,219.0,395.0,Coconut
123,2903.1,220.0,187.0,Coconut
82,2903.1,221.0,187.0,Coconut
74,2996.6,222.0,121.0,Coconut
18,2996.6,27.0,103.0,Coconut
37,2996.6,27.0,71.0,Coconut
35,3522.8,27.0,3961.0,Coconut
5974,3522.8,27.0,4247.0,Coconut
6631,3522.8,27.0,3290.0,Coconut
6705,3729.8,27.2,3138.0,Coconut
5876,3729.8,27.2,3423.0,Coconut
326,3729.8,27.2,3899.0,Coconut
6470,2746.2,27.0,4015.0,Coconut
6709,2746.2,27.0,4279.0,Coconut
6186,2746.2,27.0,4167.0,Coconut
6503,3360.0,27.0,4479.0,Coconut
5220,3360.0,27.0,3699.0,Coconut
4677,3360.0,27.0,4904.0,Coconut
4803,3605.4,27.2,2821.0,Coconut
3739,3605.4,27.2,3472.0,Coconut
3529,3605.4,27.2,3647.0,Coconut
3649,3512.4,27.1,393.0,Coconut
1374,3512.4,27.1,167.0,Coconut
1279,3512.4,27.1,71.0,Coconut
13283,3296.0,26.8,52.0,Coconut
52119,3296.0,26.8,12.0,Coconut
725,3296.0,26.8,51.0,Coconut
12885,3550.0,37.0,61.0,Coconut
51179,3550.0,37.0,67.0,Coconut
468,3550.0,37.0,62.0,Coconut
11841,3654.0,38.0,32.0,Coconut
50975,3654.0,38.0,22.0,Coconut
206,3654.0,38.0,25.0,Coconut
10922,233.0,39.0,4.0,Coconut
51390,233.0,39.0,9.0,Coconut
177,233.0,39.0,12.0,Coconut
10723,234.0,40.0,2089.0,Coconut
51709,234.0,40.0,2810.0,Coconut
146,234.0,40.0,841.0,Cocoa
10910,3105.0,41.0,3550.0,Cocoa
51355,3105.0,41.0,109.0,Cocoa
160,3105.0,41.0,3368.0,Cocoa
10912,236.0,42.0,3671.0,Cocoa
51353,236.0,42.0,2404.0,Cocoa
1279,2903.1,42.0,2805.0,Coffee
13283,2903.1,43.0,2331.0,Coffee
52119,2903.1,43.0,2088.0,Coffee
725,2996.6,27.0,2628.0,Coffee
12885,2996.6,27.0,1939.0,Coffee
51179,2996.6,27.0,1871.0,Coffee
468,3522.8,27.0,1868.0,Coffee
11841,3522.8,27.0,127919.0,Coffee
50975,3522.8,27.0,75340.0,Coffee
206,2903.1,27.2,29170.0,Coffee
10922,2903.1,27.2,1901.0,Coffee
51390,2903.1,27.2,972.0,Coffee
177,2996.6,27.0,874.0,Coffee
10723,2996.6,27.0,592.0,Coffee
51709,2996.6,27.0,864.0,Coffee
146,3522.8,27.0,5373.0,Cardamum
10910,3522.8,27.0,6589.0,Cardamum
51355,3522.8,27.0,5107.0,Cardamum
160,3729.8,27.2,5518.0,Cardamum
10912,3729.8,27.2,4912.0,Cardamum
51353,3729.8,27.2,3830.0,Cardamum
1279,2746.2,27.1,4.0,Cardamum
13283,2746.2,27.1,9.0,Cardamum
52119,2746.2,27.1,12.0,Cardamum
725,3360.0,26.8,2089.0,Cardamum
12885,3360.0,26.8,2810.0,Cardamum
51179,3360.0,26.8,841.0,Cardamum
468,3605.4,37.0,3550.0,Cardamum
11841,3605.4,37.0,109.0,Cardamum
50975,2903.1,37.0,3368.0,Cardamum
206,2903.1,38.0,3671.0,Pepper
10922,2903.1,38.0,2404.0,Pepper
51390,2996.6,38.0,2805.0,Pepper
177,2996.6,39.0,2331.0,Pepper
10723,2996.6,39.0,2088.0,Pepper
51709,3522.8,39.0,2628.0,Pepper
1279,3522.8,40.0,1939.0,Pepper
13283,3522.8,40.0,1871.0,Pepper
52119,3729.8,40.0,1868.0,Pepper
725,2903.1,41.0,127919.0,Pepper
12885,2903.1,41.0,75340.0,Pepper
51179,2903.1,41.0,29170.0,Pepper
468,2996.6,42.0,1901.0,Pepper
11841,2996.6,42.0,972.0,Pepper
50975,2996.6,42.0,874.0,Pepper
206,3522.8,43.0,592.0,Arecanut
10922,3522.8,27.0,864.0,Arecanut
51390,3522.8,27.0,5373.0,Arecanut
177,3729.8,27.0,6589.0,Arecanut
10723,3729.8,27.0,5107.0,Arecanut
51709,3729.8,27.0,5518.0,Arecanut
146,2746.2,27.0,4912.0,Arecanut
10910,2746.2,27.0,3830.0,Arecanut
51355,2746.2,27.0,4.0,Arecanut
160,3360.0,27.2,9.0,Arecanut
10912,3360.0,27.2,12.0,Arecanut
51353,3360.0,27.2,2089.0,Arecanut
142,3605.4,27.0,2810.0,Arecanut
10505,3605.4,27.0,841.0,Arecanut
51040,3605.4,27.0,3550.0,Arecanut
154,3512.4,27.0,109.0,Ginger
10318,3512.4,27.0,3368.0,Ginger
48083,3512.4,27.0,3671.0,Ginger
143,3296.0,27.2,2404.0,Ginger
9283,3296.0,27.2,2805.0,Ginger
47200,3296.0,27.2,2331.0,Ginger
158,3550.0,27.1,2088.0,Ginger
8982,3550.0,27.1,2628.0,Ginger
46990,3550.0,27.1,1939.0,Ginger
103,3654.0,26.8,1871.0,Ginger
8239,3654.0,26.8,1868.0,Ginger
44563,3654.0,27.1,127919.0,Ginger
96,233.0,27.1,75340.0,Ginger
6949,233.0,26.8,29170.0,Ginger
44663,233.0,26.8,1901.0,Ginger
110,234.0,26.8,972.0,Tea
6824,234.0,37.0,874.0,Tea
43013,234.0,37.0,592.0,Tea
95,3105.0,37.0,864.0,Tea
6441,3105.0,38.0,5373.0,Tea
4012,3105.0,38.0,6589.0,Tea
4877,236.0,38.0,5107.0,Tea
4930,236.0,39.0,5518.0,Tea
4954,2903.1,39.0,4912.0,Tea
5019,2903.1,39.0,3830.0,Tea
5127,2903.1,40.0,313547.0,Tea
5174,2996.6,40.0,2783.0,Tea
5294,2996.6,40.0,1533.0,Tea
5474,2996.6,41.0,1647.0,Tea
5864,3522.8,41.0,975.0,Tea
7028,3522.8,41.0,2.0,Paddy
7403,3522.8,42.0,836.0,Paddy
7501,3729.8,42.0,806.0,Paddy
7714,3729.8,42.0,880.0,Paddy
7856,3729.8,43.0,770.0,Paddy
32,2746.2,27.0,395.0,Paddy
1,2746.2,27.0,187.0,Paddy
30,2746.2,27.0,187.0,Paddy
6,3360.0,27.0,121.0,Paddy
15,3360.0,27.0,103.0,Paddy
4,3360.0,27.0,71.0,Paddy
39,3605.4,27.2,3961.0,Paddy
6,3605.4,27.2,4247.0,Paddy
12,3605.4,27.2,3290.0,Paddy
3,3512.4,27.0,3138.0,Paddy
17,3512.4,27.0,3423.0,Groundnut
3,3512.4,27.0,3899.0,Groundnut
9,3296.0,27.0,4015.0,Groundnut
21,3296.0,27.0,4279.0,Groundnut
11,3296.0,27.0,4167.0,Groundnut
4,3550.0,27.2,4479.0,Groundnut
15,3550.0,27.2,3699.0,Groundnut
8,3550.0,27.2,4904.0,Groundnut
29,3654.0,27.1,2821.0,Groundnut
1,3654.0,27.1,3472.0,Groundnut
13736,3654.0,27.1,3647.0,Groundnut
14003,233.0,26.8,393.0,Groundnut
14179,233.0,26.8,167.0,Groundnut
14319,233.0,26.8,71.0,Groundnut
14464,234.0,37.0,52.0,Groundnut
14876,234.0,37.0,313547.0,Blackgram
14976,234.0,37.0,2783.0,Blackgram
15009,3105.0,38.0,1533.0,Blackgram
15114,3105.0,38.0,1647.0,Blackgram
16224,3105.0,38.0,975.0,Blackgram
17095,236.0,39.0,2.0,Blackgram
17512,2903.1,39.0,836.0,Blackgram
17587,2903.1,39.0,806.0,Blackgram
17771,2903.1,40.0,880.0,Blackgram
17825,2996.6,40.0,770.0,Blackgram
3147,2996.6,40.0,395.0,Blackgram
2578,2996.6,41.0,187.0,Blackgram
1591,3522.8,41.0,187.0,Blackgram
1298,3522.8,41.0,121.0,Blackgram
4,3522.8,42.0,103.0,Blackgram
1122,3729.8,42.0,71.0,Cashew
917,3729.8,42.0,3961.0,Cashew
819,3729.8,43.0,4247.0,Cashew
619,2746.2,43.0,3290.0,Cashew
391,2746.2,27.0,3138.0,Cashew
211,2746.2,27.0,3423.0,Cashew
153,3360.0,27.0,3899.0,Cashew
111,3360.0,27.0,4015.0,Cashew
76,3360.0,27.0,4279.0,Cashew
53,3605.4,27.0,4167.0,Cashew
2688,3605.4,27.2,4479.0,Cashew
2311,3605.4,27.2,3699.0,Cashew
2188,3512.4,27.2,4904.0,Cashew
1998,3512.4,27.0,2821.0,Cashew
2006,3512.4,27.0,3472.0,Cashew
2034,3296.0,27.0,3647.0,Coconut
2035,3296.0,27.0,393.0,Coconut
2074,3296.0,27.0,167.0,Coconut
2127,3550.0,27.0,71.0,Coconut
2090,3550.0,27.2,52.0,Coconut
2059,3550.0,27.2,2570.0,Coconut
2050,3654.0,27.2,27170.0,Coconut
1865,3654.0,27.1,114744.0,Coconut
1841,3654.0,27.1,1402.0,Coconut
1799,233.0,27.1,23456.0,Coconut
1468,233.0,26.8,107809.0,Coconut
568,233.0,26.8,1132.0,Coconut
407,234.0,26.8,23960.0,Coconut
177,234.0,37.0,126487.0,Coconut
51,234.0,37.0,804.0,Coconut
173,3105.0,37.0,30362.0,Coconut
201,3105.0,38.0,124492.0,Ginger
206,3105.0,38.0,792.0,Ginger
243,236.0,38.0,34153.0,Ginger
123,236.0,39.0,2570.0,Ginger
82,321.0,39.0,27170.0,Ginger
74,3654.0,39.0,114744.0,Ginger
18,323.0,41.0,1402.0,Ginger
37,324.0,42.0,23456.0,Ginger
35,3105.0,42.0,107809.0,Ginger
5974,326.0,42.0,1132.0,Ginger
6631,327.0,43.0,23960.0,Ginger
6705,328.0,43.0,126487.0,Ginger
5876,2903.1,128.0,804.0,Ginger
326,2903.1,129.0,30362.0,Ginger
6470,2903.1,130.0,124492.0,Ginger
6709,2996.6,131.0,792.0,Coconut
6186,2996.6,132.0,34153.0,Coconut
6503,2996.6,133.0,132551.0,Coconut
5220,3522.8,134.0,338.0,Coconut
4677,3522.8,135.0,22966.0,Coconut
4803,3522.8,136.0,131763.0,Coconut
3739,3729.8,137.0,404.0,Coconut
3529,3729.8,138.0,24184.0,Coconut
3649,3729.8,139.0,124387.0,Coconut
1374,2746.2,140.0,343.0,Coconut
933,2746.2,141.0,23099.0,Coconut
345,2746.2,142.0,117825.84,Coconut
29,3360.0,143.0,336.0,Coconut
11,3360.0,144.0,22594.0,Coconut
10,3360.0,145.0,116481.07,Coconut
7,3605.4,146.0,316.0,Coconut
10,3605.4,147.0,21400.0,Coconut
56,3605.4,148.0,122102.0,Coconut
68,3512.4,149.0,382.0,Coconut
56,3512.4,150.0,19578.0,Coconut
66,3512.4,151.0,121037.0,Coconut
55,3296.0,152.0,231.0,Coconut
42,3296.0,153.0,18951.0,Coconut
51179,3296.0,154.0,110579.0,Coconut
468,3550.0,155.0,221.0,Coconut
11841,3550.0,156.0,15362.0,Coconut
50975,3550.0,157.0,120373.0,Coconut
206,3654.0,158.0,291.0,Coconut
10922,3654.0,159.0,17231.0,Coconut
51390,3654.0,160.0,119359.0,Coconut
177,233.0,161.0,283.0,Coconut
10723,233.0,162.0,17690.0,Coconut
51709,233.0,163.0,7157.0,Coconut
146,234.0,164.0,8700.0,Coconut
10910,234.0,165.0,41266.0,Coconut
51355,234.0,166.0,8838.0,Coconut
160,3105.0,167.0,8954.0,Coconut
10912,3105.0,168.0,42915.0,Coconut
51353,3105.0,169.0,9230.0,Coconut
142,236.0,170.0,44313.0,Coconut
10505,236.0,171.0,45820.0,Coconut
51040,2903.1,172.0,49084.0,Coconut
154,2903.1,173.0,86311.0,Coconut
10318,2903.1,174.0,57642.0,Coconut
48083,2996.6,175.0,58405.0,Coconut
143,2996.6,176.0,60751.0,Coconut
9283,2996.6,177.0,109506.0,Coconut
47200,3522.8,178.0,114.0,Coconut
158,3522.8,179.0,3.0,Coconut
8982,3522.8,180.0,95.0,Coconut
46990,2903.1,181.0,19.0,Coconut
103,2903.1,182.0,54.0,Coconut
8239,2903.1,183.0,13.0,Coconut
44563,2996.6,184.0,123.0,Coconut
96,2996.6,185.0,19.0,Coconut
6949,2996.6,186.0,32.0,Coconut
44663,3522.8,187.0,8.0,Coconut
110,3522.8,188.0,50.0,Coconut
6824,3522.8,189.0,10.0,Coconut
43013,3729.8,190.0,29.0,Coconut
95,3729.8,191.0,44.0,Coconut
6441,3729.8,192.0,33.0,Coconut
4012,2746.2,193.0,14.0,Coconut
4877,2746.2,194.0,56.0,Coconut
4930,2746.2,195.0,26.0,Coconut
4954,3360.0,196.0,98.0,Coconut
5019,3360.0,197.0,3.0,Coconut
5127,3360.0,198.0,58637.0,Coconut
5174,3605.4,199.0,59777.0,Coconut
5294,3605.4,200.0,60528.0,Coconut
5474,3605.4,201.0,61126.0,Coconut
5864,3512.4,202.0,623687.0,Coconut
7028,3512.4,203.0,63504.0,Coconut
7403,3512.4,204.0,63931.0,Coconut
7501,3296.0,205.0,73730.0,Coconut
7714,3296.0,206.0,118416.0,Coconut
7856,3296.0,207.0,130132.0,Coconut
32,3550.0,208.0,154889.0,Coconut
1,3550.0,209.0,171739.0,Coconut
30,3550.0,210.0,172475.0,Coconut
6,3654.0,211.0,177939.0,Coconut
15,3654.0,212.0,313547.0,Coconut
4,3654.0,213.0,2783.0,Coconut
39,233.0,214.0,1533.0,Coconut
6,233.0,215.0,1647.0,Coconut
12,233.0,216.0,975.0,Coconut
3,234.0,217.0,2.0,Coconut
17,234.0,218.0,836.0,Coconut
3,234.0,219.0,806.0,Coconut
9,3105.0,220.0,880.0,Coconut
21,3105.0,221.0,770.0,Coconut
11,3105.0,222.0,395.0,Coconut
4,236.0,27.0,187.0,Coconut
15,236.0,27.0,187.0,Coconut
8,2903.1,27.0,121.0,Coconut
29,2903.1,27.0,103.0,Coconut
1,2903.1,27.0,71.0,Coconut
13736,2996.6,27.2,3961.0,Coconut
14003,2996.6,27.2,4247.0,Coconut
14179,2996.6,27.2,3290.0,Coconut
14319,3522.8,27.0,3138.0,Coconut
14464,3522.8,27.0,3423.0,Coconut
14876,3522.8,27.0,3899.0,Coconut
14976,2903.1,27.0,4015.0,Coconut
15009,2903.1,27.0,4279.0,Coconut
15114,2903.1,27.0,4167.0,Coconut
16224,2996.6,27.2,4479.0,Coconut
17095,2996.6,27.2,3699.0,Coconut
17512,2996.6,27.2,4904.0,Coconut
17587,3522.8,27.1,2821.0,Coconut
17771,3522.8,27.1,3472.0,Coconut
17825,3522.8,27.1,3647.0,Coconut
3147,3729.8,26.8,393.0,Coconut
2578,3729.8,26.8,167.0,Coconut
1591,3729.8,26.8,71.0,Coconut
1298,2746.2,37.0,52.0,Coconut
4,2746.2,37.0,12.0,Coconut
1122,2746.2,37.0,51.0,Coconut
917,3360.0,38.0,61.0,Coconut
819,3360.0,38.0,67.0,Coconut
619,3360.0,38.0,62.0,Coconut
391,3605.4,39.0,32.0,Coconut
211,3605.4,39.0,22.0,Coconut
153,3605.4,39.0,25.0,Coconut
111,3512.4,40.0,4.0,Coconut
76,3512.4,40.0,9.0,Coconut
53,3512.4,40.0,12.0,Coconut
2688,3296.0,41.0,2089.0,Coconut
2311,3296.0,41.0,2810.0,Coconut
2188,3296.0,41.0,841.0,Coconut
1998,3550.0,42.0,3550.0,Coconut
2006,3550.0,42.0,109.0,Cocoa
2034,3550.0,42.0,3368.0,Cocoa
2035,3654.0,43.0,3671.0,Cocoa
2074,3654.0,43.0,2404.0,Cocoa
2127,3654.0,27.0,2805.0,Cocoa
2090,233.0,27.0,2331.0,Cocoa
2059,233.0,27.0,2088.0,Coffee
2050,233.0,27.0,2628.0,Coffee
1865,234.0,27.0,1939.0,Coffee
1841,234.0,27.0,1871.0,Coffee
1799,234.0,27.2,1868.0,Coffee
1468,3105.0,27.2,127919.0,Coffee
568,3105.0,27.2,75340.0,Coffee
407,3105.0,27.0,29170.0,Coffee
177,236.0,27.0,1901.0,Coffee
51,236.0,27.0,972.0,Coffee
173,2903.1,27.0,874.0,Coffee
201,2903.1,27.0,592.0,Coffee
206,2903.1,27.0,864.0,Coffee
243,2996.6,27.2,5373.0,Coffee
123,2996.6,27.2,6589.0,Coffee
82,2996.6,27.2,5107.0,Cardamum
74,3522.8,27.1,5518.0,Cardamum
18,3522.8,27.1,4912.0,Cardamum
37,3522.8,27.1,3830.0,Cardamum
35,2903.1,26.8,4.0,Cardamum
5974,2903.1,26.8,9.0,Cardamum
6631,2903.1,26.8,12.0,Cardamum
6705,2996.6,37.0,2089.0,Cardamum
5876,2996.6,37.0,2810.0,Cardamum
326,2996.6,37.0,841.0,Cardamum
6470,3522.8,38.0,3550.0,Cardamum
6709,3522.8,38.0,109.0,Cardamum
6186,3522.8,38.0,3368.0,Cardamum
6503,3729.8,39.0,3671.0,Cardamum
5220,3729.8,39.0,2404.0,Cardamum
4677,3729.8,39.0,2805.0,Pepper
4803,2746.2,40.0,2331.0,Pepper
3739,2746.2,40.0,2088.0,Pepper
3529,2746.2,27.0,2628.0,Pepper
3649,3360.0,27.0,1939.0,Pepper
1374,3360.0,27.0,1871.0,Pepper
1279,3360.0,27.0,1868.0,Pepper
13283,3605.4,27.0,127919.0,Pepper
52119,3605.4,27.0,75340.0,Pepper
725,2903.1,27.2,29170.0,Pepper
12885,2903.1,27.2,1901.0,Pepper
51179,2903.1,27.2,972.0,Pepper
468,2996.6,27.0,874.0,Pepper
11841,2996.6,27.0,592.0,Pepper
50975,2996.6,27.0,864.0,Pepper
206,3522.8,27.0,5373.0,Arecanut
10922,3522.8,27.0,6589.0,Arecanut
51390,3522.8,27.0,5107.0,Arecanut
177,2746.2,27.2,5518.0,Arecanut
10723,2746.2,27.2,4912.0,Arecanut
51709,3360.0,27.2,3830.0,Arecanut
146,3360.0,27.1,4.0,Arecanut
10910,3360.0,27.1,9.0,Arecanut
51355,3605.4,27.1,12.0,Arecanut
160,3605.4,26.8,2089.0,Arecanut
10912,3605.4,26.8,2810.0,Arecanut
51353,3512.4,26.8,841.0,Arecanut
1279,3512.4,37.0,3550.0,Arecanut
13283,3512.4,37.0,109.0,Arecanut
52119,3296.0,37.0,3368.0,Arecanut
725,3296.0,38.0,3671.0,Ginger
12885,3296.0,38.0,2404.0,Ginger
51179,3550.0,38.0,2805.0,Ginger
468,3550.0,39.0,2331.0,Ginger
11841,3550.0,39.0,2088.0,Ginger
50975,3654.0,39.0,2628.0,Ginger
206,3654.0,40.0,1939.0,Ginger
10922,3654.0,40.0,1871.0,Ginger
51390,233.0,40.0,1868.0,Ginger
177,233.0,41.0,127919.0,Ginger
10723,233.0,41.0,75340.0,Ginger
51709,234.0,41.0,29170.0,Ginger
146,234.0,42.0,1901.0,Ginger
10910,234.0,42.0,972.0,Ginger
51355,3105.0,42.0,874.0,Ginger
160,3105.0,43.0,592.0,Tea
10912,3105.0,43.0,864.0,Tea
51353,236.0,27.0,5373.0,Tea
1279,236.0,27.0,6589.0,Tea
13283,2903.1,27.0,5107.0,Tea
52119,2903.1,27.0,5518.0,Tea
725,2903.1,27.0,4912.0,Tea
12885,2996.6,27.0,3830.0,Tea
51179,2996.6,27.2,313547.0,Tea
468,2996.6,27.2,2783.0,Tea
11841,3522.8,27.2,1533.0,Tea
50975,3522.8,27.0,1647.0,Tea
206,3522.8,27.0,975.0,Tea
10922,2903.1,27.0,2.0,Tea
51390,2903.1,27.0,836.0,Tea
177,2903.1,27.0,806.0,Paddy
10723,2996.6,27.0,880.0,Paddy
51709,2996.6,27.2,770.0,Paddy
1279,2996.6,27.2,395.0,Paddy
13283,3522.8,27.2,187.0,Paddy
52119,3522.8,27.1,187.0,Paddy
725,3522.8,27.1,121.0,Paddy
12885,3729.8,27.1,103.0,Paddy
51179,3729.8,26.8,71.0,Paddy
468,3729.8,26.8,3961.0,Paddy
11841,2746.2,26.8,4247.0,Paddy
50975,2746.2,37.0,3290.0,Paddy
206,2746.2,37.0,3138.0,Paddy
10922,3360.0,37.0,3423.0,Paddy
51390,3360.0,38.0,3899.0,Paddy
177,3360.0,38.0,4015.0,Groundnut
10723,3605.4,38.0,4279.0,Groundnut
51709,3605.4,39.0,4167.0,Groundnut
146,3605.4,39.0,4479.0,Groundnut
10910,3512.4,39.0,3699.0,Groundnut
51355,3512.4,40.0,4904.0,Groundnut
160,3512.4,40.0,2821.0,Groundnut
10912,3296.0,40.0,3472.0,Groundnut
51353,3296.0,41.0,3647.0,Groundnut
142,3296.0,41.0,393.0,Groundnut
10505,3550.0,41.0,167.0,Groundnut
51040,3550.0,42.0,71.0,Groundnut
154,3550.0,42.0,52.0,Groundnut
10318,3654.0,42.0,313547.0,Groundnut
48083,3654.0,43.0,2783.0,Groundnut
143,3654.0,27.0,1533.0,Blackgram
9283,233.0,27.0,1647.0,Blackgram
47200,233.0,27.0,975.0,Blackgram
158,233.0,27.0,2.0,Blackgram
8982,234.0,27.0,836.0,Blackgram
46990,234.0,27.0,806.0,Blackgram
103,234.0,27.2,880.0,Blackgram
8239,3105.0,27.2,770.0,Blackgram
44563,3105.0,27.2,395.0,Blackgram
96,3105.0,27.0,187.0,Blackgram
6949,236.0,27.0,187.0,Blackgram
44663,236.0,27.0,121.0,Blackgram
110,2903.1,27.0,103.0,Blackgram
6824,2903.1,27.0,71.0,Blackgram
43013,2903.1,27.0,3961.0,Blackgram
95,2996.6,27.2,4247.0,Cashew
6441,2996.6,27.2,3290.0,Cashew
4012,2996.6,27.2,3138.0,Cashew
4877,3522.8,27.1,3423.0,Cashew
4930,3522.8,27.1,3899.0,Cashew
4954,3522.8,27.1,4015.0,Cashew
5019,2903.1,26.8,4279.0,Cashew
5127,2903.1,26.8,4167.0,Cashew
5174,2903.1,26.8,4479.0,Cashew
5294,2996.6,37.0,3699.0,Cashew
5474,2996.6,37.0,4904.0,Cashew
5864,2996.6,37.0,2821.0,Cashew
7028,3522.8,38.0,3472.0,Cashew
7403,3522.8,38.0,3647.0,Cashew
7501,3522.8,38.0,393.0,Cashew
7714,3729.8,39.0,167.0,Coconut
7856,3729.8,39.0,71.0,Coconut
32,3729.8,39.0,52.0,Coconut
1,2746.2,40.0,2570.0,Coconut
30,2746.2,40.0,27170.0,Coconut
6,2746.2,40.0,114744.0,Coconut
15,3360.0,41.0,1402.0,Coconut
4,3360.0,41.0,23456.0,Coconut
39,3360.0,41.0,107809.0,Coconut
6,3605.4,42.0,1132.0,Coconut
12,3605.4,42.0,23960.0,Coconut
3,2903.1,42.0,126487.0,Coconut
17,2903.1,43.0,804.0,Coconut
3,2903.1,43.0,30362.0,Coconut
9,2996.6,128.0,124492.0,Coconut
21,2996.6,129.0,792.0,Coconut
11,2996.6,130.0,34153.0,Ginger
4,3522.8,131.0,2570.0,Ginger
15,3522.8,132.0,27170.0,Ginger
8,3522.8,133.0,114744.0,Ginger
29,3729.8,134.0,1402.0,Ginger
1,3729.8,135.0,23456.0,Ginger
13736,3729.8,136.0,107809.0,Ginger
14003,2746.2,137.0,1132.0,Ginger
14179,2746.2,138.0,23960.0,Ginger
14319,2746.2,139.0,126487.0,Ginger
14464,3360.0,140.0,804.0,Ginger
14876,3360.0,141.0,30362.0,Ginger
14976,3360.0,142.0,124492.0,Ginger
15009,3605.4,143.0,792.0,Ginger
15114,3605.4,144.0,34153.0,Ginger
16224,3605.4,27.0,132551.0,Coconut
17095,3512.4,27.0,338.0,Coconut
17512,3512.4,27.0,22966.0,Coconut
17587,3512.4,27.0,131763.0,Coconut
17771,3296.0,27.0,404.0,Coconut
17825,3550.0,27.0,24184.0,Coconut
3147,3550.0,27.2,124387.0,Coconut
2578,3550.0,27.2,343.0,Coconut
1591,3654.0,27.2,23099.0,Coconut
1298,3654.0,27.0,117825.84,Coconut
4,3654.0,27.0,336.0,Coconut
1122,233.0,27.0,22594.0,Coconut
917,233.0,27.0,116481.07,Coconut
819,233.0,27.0,316.0,Coconut
619,234.0,27.0,21400.0,Coconut
391,234.0,27.2,122102.0,Coconut
211,234.0,27.2,382.0,Coconut
153,3105.0,27.2,19578.0,Coconut
111,3105.0,27.1,121037.0,Coconut
76,3105.0,27.1,231.0,Coconut
53,236.0,27.1,18951.0,Coconut
2688,236.0,26.8,110579.0,Coconut
2311,2903.1,26.8,221.0,Coconut
2188,2903.1,26.8,15362.0,Coconut
1998,2903.1,37.0,120373.0,Coconut
2006,2996.6,37.0,291.0,Coconut
2034,2996.6,37.0,17231.0,Coconut
2035,2996.6,38.0,119359.0,Coconut
2074,3296.0,38.0,283.0,Coconut
2127,3550.0,38.0,17690.0,Coconut
2090,3550.0,39.0,7157.0,Coconut
2059,3550.0,39.0,8700.0,Coconut
2050,3654.0,39.0,41266.0,Coconut
1865,3654.0,40.0,8838.0,Coconut
1841,3654.0,40.0,8954.0,Coconut
1799,233.0,40.0,42915.0,Coconut
1468,233.0,41.0,9230.0,Coconut
568,233.0,41.0,44313.0,Coconut
407,234.0,41.0,45820.0,Coconut
177,234.0,42.0,49084.0,Coconut
51,234.0,42.0,86311.0,Coconut
173,3105.0,42.0,57642.0,Coconut
201,3105.0,43.0,58405.0,Coconut
206,3105.0,43.0,60751.0,Coconut
243,236.0,27.0,109506.0,Coconut
123,236.0,27.0,114.0,Coconut
82,2903.1,27.0,3.0,Coconut
74,2903.1,27.0,95.0,Coconut
18,2903.1,27.0,19.0,Coconut
37,2996.6,27.0,54.0,Coconut
35,2996.6,27.2,13.0,Coconut
5974,2996.6,27.2,123.0,Coconut
6631,2903.1,27.2,19.0,Coconut
6705,2903.1,27.0,32.0,Coconut
5876,2903.1,27.0,8.0,Coconut
326,2996.6,27.0,50.0,Coconut
6470,2996.6,27.0,10.0,Coconut
6709,2996.6,27.0,29.0,Coconut
6186,3522.8,27.0,44.0,Coconut
6503,3522.8,27.2,33.0,Coconut
5220,3522.8,27.2,14.0,Coconut
4677,3729.8,27.2,56.0,Coconut
4803,3729.8,27.1,26.0,Coconut
3739,3729.8,27.1,98.0,Coconut
3529,2746.2,27.1,3.0,Coconut
3649,2746.2,26.8,58637.0,Coconut
1374,2746.2,26.8,59777.0,Coconut
933,3360.0,26.8,60528.0,Coconut
345,3360.0,37.0,61126.0,Coconut
29,3360.0,37.0,623687.0,Coconut
11,3605.4,37.0,63504.0,Coconut
10,3605.4,38.0,63931.0,Coconut
7,3605.4,38.0,73730.0,Coconut
10,3512.4,38.0,118416.0,Coconut
56,3512.4,39.0,130132.0,Coconut
68,3512.4,39.0,154889.0,Coconut
56,3296.0,39.0,171739.0,Coconut
66,3296.0,40.0,172475.0,Coconut
55,3296.0,40.0,177939.0,Coconut
42,3550.0,40.0,313547.0,Coconut
51179,3550.0,41.0,2783.0,Coconut
468,3550.0,41.0,1533.0,Coconut
11841,3654.0,41.0,1647.0,Coconut
50975,3654.0,42.0,975.0,Coconut
206,3654.0,42.0,2.0,Coconut
10922,233.0,42.0,836.0,Coconut
51390,233.0,43.0,806.0,Coconut
177,233.0,27.0,880.0,Coconut
